External ID,Number,Amount,Date,Journal,Partner,Reference,Journal Items/Account/Name,Journal Items/Label,Journal Items/Credit,Journal Items/Debit,Journal Items/Date Accounting,Journal Items/Date,Journal Items/Partner/Name
__export__.account_move_1852_de6a96a0,MISC/2020/0302,30000000,2020-08-30,__export__.account_journal_3_bd951307,,52,Dự phòng bảo hành sản phẩm hàng hóa,,30000000,,,2020-08-30,
,,,,,,,Chi phí bằng tiền khác,,,30000000,,2020-08-30,
__export__.account_move_382_b3c395e6,MISC/2020/0086,7500000,2020-08-30,__export__.account_journal_3_bd951307,__export__.res_partner_109_e60c54c5,,Các khoản đi vay,,7500000,,,2020-08-30,Lender 3
,,,,,,,Chi phí lãi vay,,,7500000,,2020-08-30,
__export__.account_move_1960_1d7b4edd,MISC/2020/0410,500000001,2020-08-29,__export__.account_journal_3_bd951307,__export__.res_partner_108_23065317,159 khoản vay 2,Bank,,500000001,,,2020-08-29,
,,,,,,,Các khoản đi vay,khoản vay 2,,500000001,,2020-08-29,Lender 2
__export__.account_move_1851_468c8a2e,MISC/2020/0301,3,2020-08-29,__export__.account_journal_3_bd951307,,51,Chi phí dụng cụ sản xuất,,3,,,2020-08-29,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,3,,2020-08-29,
__export__.account_move_381_6d0d3e66,MISC/2020/0087,900000000,2020-08-29,__export__.account_journal_3_bd951307,,,Các khoản đi vay,,900000000,,,2020-08-29,Lender 3
,,,,,,,Đầu tư góp vốn vào đơn vị khác,,,900000000,,2020-08-29,Subsidary 2
__export__.account_move_272_2839ad3d,MISC/2020/0088,3000000,2020-08-29,__export__.account_journal_3_bd951307,,,Chi phí dụng cụ sản xuất,,3000000,,,2020-08-29,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,3000000,,2020-08-29,
__export__.account_move_1959_39f92cb6,MISC/2020/0409,10,2020-08-28,__export__.account_journal_3_bd951307,,158,Ngoại tệ,,10,,,2020-08-28,
,,,,,,,Chi phí lãi vay,,,10,,2020-08-28,
__export__.account_move_1850_35154ce6,MISC/2020/0300,7,2020-08-28,__export__.account_journal_3_bd951307,,50,Chi phí vật liệu,,7,,,2020-08-28,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,7,,2020-08-28,
__export__.account_move_380_c7d5a7b4,MISC/2020/0089,500000000,2020-08-28,__export__.account_journal_3_bd951307,,,Bank,,500000000,,,2020-08-28,
,,,,,,,Phải trả công nhân viên,,,500000000,,2020-08-28,
__export__.account_move_271_4b6efda3,MISC/2020/0090,7000000,2020-08-28,__export__.account_journal_3_bd951307,,,Chi phí vật liệu,,7000000,,,2020-08-28,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,7000000,,2020-08-28,
__export__.account_move_1958_68b5dee9,MISC/2020/0408,7000000,2020-08-27,__export__.account_journal_3_bd951307,__export__.res_partner_109_e60c54c5,157 Chi  phí lãi vay đầu tư góp vốn,Các khoản đi vay,khoản vay 3,7000000,,,2020-08-27,Lender 3
,,,,,,,Chi phí lãi vay,Chi  phí lãi vay đầu tư góp vốn,,7000000,,2020-08-27,
__export__.account_move_1849_0ba8a47e,MISC/2020/0299,80000050,2020-08-27,__export__.account_journal_3_bd951307,,49,"Chi phí nguyên liệu, vật liệu trực tiếp",,80000050,,,2020-08-27,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,80000050,,2020-08-27,
__export__.account_move_379_9bf35330,MISC/2020/0091,1000000000,2020-08-27,__export__.account_journal_3_bd951307,__export__.res_partner_108_23065317,,Các khoản đi vay,,1000000000,,,2020-08-27,Lender 2
,,,,,,,Bank,,,1000000000,,2020-08-27,
__export__.account_move_270_5a81d9b6,MISC/2020/0092,130000000,2020-08-27,__export__.account_journal_3_bd951307,,,"Chi phí nguyên liệu, vật liệu trực tiếp",,130000000,,,2020-08-27,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,130000000,,2020-08-27,
__export__.account_move_1957_8ba7255e,MISC/2020/0407,900000001,2020-08-26,__export__.account_journal_3_bd951307,,156,Các khoản đi vay,khoản vay 3,900000001,,,2020-08-26,Lender 3
,,,,,,,Đầu tư góp vốn vào đơn vị khác,,,900000001,,2020-08-26,Subsidary 2
__export__.account_move_1848_179a9821,MISC/2020/0298,50,2020-08-26,__export__.account_journal_3_bd951307,,48,"Nguyên liệu, vật liệu",,50,,,2020-08-26,
,,,,,,,"Chi phí nguyên liệu, vật liệu trực tiếp",,,50,,2020-08-26,
__export__.account_move_378_3f0d44ef,MISC/2020/0093,1178500000,2020-08-26,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,,Các khoản đi vay,,1178500000,,,2020-08-26,Lender 1
,,,,,,,Ngoại tệ,,,1178500000,,2020-08-26,
__export__.account_move_269_87f78bd6,MISC/2020/0094,50000000,2020-08-26,__export__.account_journal_3_bd951307,,,"Nguyên liệu, vật liệu",,50000000,,,2020-08-26,
,,,,,,,"Chi phí nguyên liệu, vật liệu trực tiếp",,,50000000,,2020-08-26,
__export__.account_move_1956_f818cad8,MISC/2020/0406,500000001,2020-08-25,__export__.account_journal_3_bd951307,,155 khoản vay 2,Bank,,500000001,,,2020-08-25,
,,,,,,,Phải trả công nhân viên,khoản vay 2,,500000001,,2020-08-25,
__export__.account_move_1847_bf895d95,MISC/2020/0297,3,2020-08-25,__export__.account_journal_3_bd951307,,47,"Thiết bị, phụ tùng thay thế ngắn hạn",,3,,,2020-08-25,
,,,,,,,Chi phí dụng cụ sản xuất,,,3,,2020-08-25,
__export__.account_move_377_0b187b4b,MISC/2020/0095,1430000000,2020-08-25,__export__.account_journal_3_bd951307,,,Thuế GTGT đầu ra,,130000000,,,2020-08-25,
,,,,,,,Thu nhập khác,,1300000000,,,2020-08-25,
,,,,,,,Bank,,,1430000000,,2020-08-25,
__export__.account_move_376_978be2c2,MISC/2020/0096,1200000000,2020-08-25,__export__.account_journal_3_bd951307,,,Bất động sản đầu tư,,1200000000,,,2020-08-25,
,,,,,,,Hao mòn bất động sản đầu tư,,,200000000,,2020-08-25,
,,,,,,,Giá vốn hàng bán,,,1000000000,,2020-08-25,
__export__.account_move_268_ba80b4b7,MISC/2020/0097,3000000,2020-08-25,__export__.account_journal_3_bd951307,,,"Thiết bị, phụ tùng thay thế",,3000000,,,2020-08-25,
,,,,,,,Chi phí dụng cụ sản xuất,,,3000000,,2020-08-25,
__export__.account_move_1955_0562e465,MISC/2020/0405,1000000001,2020-08-24,__export__.account_journal_3_bd951307,__export__.res_partner_108_23065317,154,Các khoản đi vay,khoản vay 2,1000000001,,,2020-08-24,Lender 2
,,,,,,,Bank,,,1000000001,,2020-08-24,
__export__.account_move_1846_902004bb,MISC/2020/0296,100,2020-08-24,__export__.account_journal_3_bd951307,,46,"Thiết bị, phụ tùng thay thế ngắn hạn",,100,,,2020-08-24,
,,,,,,,Chi phí trả trước dài hạn,,,100,,2020-08-24,
__export__.account_move_375_d4eaaddf,MISC/2020/0098,200000000,2020-08-24,__export__.account_journal_3_bd951307,,,Hao mòn bất động sản đầu tư,,200000000,,,2020-08-24,
,,,,,,,Giá vốn hàng bán,,,200000000,,2020-08-24,
__export__.account_move_267_68863b25,MISC/2020/0099,100000000,2020-08-24,__export__.account_journal_3_bd951307,,,"Thiết bị, phụ tùng thay thế",,100000000,,,2020-08-24,
,,,,,,,Chi phí trả trước dài hạn,,,100000000,,2020-08-24,
__export__.account_move_1954_713e0cd7,MISC/2020/0404,1200000000,2020-08-23,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,153,Các khoản đi vay,khoản vay 1,1200000000,,,2020-08-23,Lender 1
,,,,,,,Ngoại tệ,,,1200000000,,2020-08-23,
__export__.account_move_1845_ca096554,MISC/2020/0295,165,2020-08-23,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,45,Phải trả người bán,,165,,,2020-08-23,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,15,,2020-08-23,
,,,,,,,"Thiết bị, phụ tùng thay thế ngắn hạn",,,150,,2020-08-23,
__export__.account_move_374_b5afb941,MISC/2020/0100,1320000000,2020-08-23,__export__.account_journal_3_bd951307,__export__.res_partner_111_d9edeb4c,,Phải trả người bán,,1320000000,,,2020-08-23,Vendor 10
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,120000000,,2020-08-23,
,,,,,,,Bất động sản đầu tư,,,1200000000,,2020-08-23,
__export__.account_move_266_8c4fffc5,MISC/2020/0101,165000000,2020-08-23,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,,Phải trả người bán,,165000000,,,2020-08-23,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,15000000,,2020-08-23,
,,,,,,,"Thiết bị, phụ tùng thay thế",,,150000000,,2020-08-23,
__export__.account_move_1953_7d8566cc,MISC/2020/0403,363,2020-08-22,__export__.account_journal_3_bd951307,,152 Bán BĐS đầu tư,Thuế GTGT đầu ra,,33,,,2020-08-22,
,,,,,,,Doanh thu kinh doanh bất động sản đầu tư,Bán BĐS đầu tư,330,,,2020-08-22,
,,,,,,,Bank,Bán BĐS đầu tư,,363,,2020-08-22,
__export__.account_move_1952_81017339,MISC/2020/0402,220,2020-08-22,__export__.account_journal_3_bd951307,,151,Bất động sản đầu tư,TSCD,220,,,2020-08-22,
,,,,,,,Hao mòn bất động sản đầu tư,Bán BĐS đầu tư,,1,,2020-08-22,
,,,,,,,Giá vốn hàng bán,,,219,,2020-08-22,
__export__.account_move_1844_e3646439,MISC/2020/0294,8,2020-08-22,__export__.account_journal_3_bd951307,,44,"Mua nguyên liệu, vật liệu",,8,,,2020-08-22,
,,,,,,,"Nguyên liệu, vật liệu",,,8,,2020-08-22,
__export__.account_move_373_97c2c511,MISC/2020/0102,10000000,2020-08-22,__export__.account_journal_3_bd951307,,,Doanh thu hoạt động tài chính,,10000000,,,2020-08-22,
,,,,,,,Doanh thu chưa thực hiện,,,10000000,,2020-08-22,
__export__.account_move_265_cab6b755,MISC/2020/0103,8000000,2020-08-22,__export__.account_journal_3_bd951307,,,"Mua nguyên liệu, vật liệu",,8000000,,,2020-08-22,
,,,,,,,"Nguyên liệu, vật liệu",,,8000000,,2020-08-22,
__export__.account_move_1951_256d81ab,MISC/2020/0401,1,2020-08-21,__export__.account_journal_3_bd951307,,150,Hao mòn bất động sản đầu tư,,1,,,2020-08-21,
,,,,,,,Giá vốn hàng bán,,,1,,2020-08-21,
__export__.account_move_1843_ae837dbd,MISC/2020/0293,8,2020-08-21,__export__.account_journal_3_bd951307,,43,"Nguyên liệu, vật liệu",,8,,,2020-08-21,
,,,,,,,"Mua nguyên liệu, vật liệu",,,8,,2020-08-21,
__export__.account_move_372_0e58bb80,MISC/2020/0104,180000000,2020-08-21,__export__.account_journal_3_bd951307,,,Doanh thu khác,,180000000,,,2020-08-21,
,,,,,,,Doanh thu chưa thực hiện,,,180000000,,2020-08-21,
__export__.account_move_264_bf4d1502,MISC/2020/0105,8000000,2020-08-21,__export__.account_journal_3_bd951307,,,"Nguyên liệu, vật liệu",,8000000,,,2020-08-21,
,,,,,,,"Mua nguyên liệu, vật liệu",,,8000000,,2020-08-21,
__export__.account_move_1950_67062e6d,MISC/2020/0400,242,2020-08-20,__export__.account_journal_3_bd951307,__export__.res_partner_111_d9edeb4c,149 TSCD,Phải trả người bán,Mua BDS DT,242,,,2020-08-20,Vendor 10
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,Doanh thu bán trả chậm,,22,,2020-08-20,
,,,,,,,Bất động sản đầu tư,TSCD,,220,,2020-08-20,
__export__.account_move_1842_a0e5561a,MISC/2020/0292,7,2020-08-20,__export__.account_journal_3_bd951307,,42,"Nguyên liệu, vật liệu",,7,,,2020-08-20,
,,,,,,,Chi phí vật liệu,,,7,,2020-08-20,
__export__.account_move_371_f11bdc4b,MISC/2020/0106,220000000,2020-08-20,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,Doanh thu chưa thực hiện,,200000000,,,2020-08-20,
,,,,,,,Thuế GTGT đầu ra,,20000000,,,2020-08-20,
,,,,,,,Phải thu của khách hàng,,,220000000,,2020-08-20,Customer 3
__export__.account_move_263_0b703c80,MISC/2020/0107,7000000,2020-08-20,__export__.account_journal_3_bd951307,,,"Nguyên liệu, vật liệu",,7000000,,,2020-08-20,
,,,,,,,Chi phí vật liệu,,,7000000,,2020-08-20,
__export__.account_move_1949_04881add,MISC/2020/0399,10000001,2020-08-19,__export__.account_journal_3_bd951307,,148,Doanh thu hoạt động tài chính,Doanh thu bán trả chậm,10000001,,,2020-08-19,
,,,,,,,Doanh thu chưa thực hiện,,,10000001,,2020-08-19,
__export__.account_move_1841_bf4b35db,MISC/2020/0291,80000000,2020-08-19,__export__.account_journal_3_bd951307,,41,"Nguyên liệu, vật liệu",,80000000,,,2020-08-19,
,,,,,,,"Chi phí nguyên liệu, vật liệu trực tiếp",,,80000000,,2020-08-19,
__export__.account_move_370_851aff03,MISC/2020/0108,200000000,2020-08-19,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Tài sản thừa chờ giải quyết,,200000000,,,2020-08-19,BHXH
,,,,,,,Tiền Việt Nam,,,200000000,,2020-08-19,
__export__.account_move_262_92e727a8,MISC/2020/0109,80000000,2020-08-19,__export__.account_journal_3_bd951307,,,"Nguyên liệu, vật liệu",,80000000,,,2020-08-19,
,,,,,,,"Chi phí nguyên liệu, vật liệu trực tiếp",,,80000000,,2020-08-19,
__export__.account_move_1948_ca48f58c,MISC/2020/0398,180000001,2020-08-18,__export__.account_journal_3_bd951307,,147,Doanh thu khác,,180000001,,,2020-08-18,
,,,,,,,Doanh thu chưa thực hiện,,,180000001,,2020-08-18,
__export__.account_move_1840_95aa48ef,MISC/2020/0290,77000000,2020-08-18,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,40,Phải trả người bán,,77000000,,,2020-08-18,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,7000000,,2020-08-18,
,,,,,,,"Nguyên liệu, vật liệu",,,70000000,,2020-08-18,
__export__.account_move_369_0335712a,MISC/2020/0110,400000000,2020-08-18,__export__.account_journal_3_bd951307,,,Doanh thu bán hàng hóa,,400000000,,,2020-08-18,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,,400000000,,2020-08-18,
__export__.account_move_261_91fad661,MISC/2020/0111,77000000,2020-08-18,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,,Phải trả người bán,,77000000,,,2020-08-18,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,7000000,,2020-08-18,
,,,,,,,"Nguyên liệu, vật liệu",,,70000000,,2020-08-18,
__export__.account_move_1947_9961c44f,MISC/2020/0397,220110000,2020-08-17,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,146,Doanh thu chưa thực hiện,,200100000,,,2020-08-17,
,,,,,,,Thuế GTGT đầu ra,,20010000,,,2020-08-17,
,,,,,,,Phải thu của khách hàng,,,220110000,,2020-08-17,Customer 3
__export__.account_move_1839_9e63a525,MISC/2020/0289,10,2020-08-17,__export__.account_journal_3_bd951307,,39,Hàng hóa mua đang đi trên đường,,10,,,2020-08-17,
,,,,,,,Tài sản thiếu chờ xử lý,,,10,,2020-08-17,
__export__.account_move_368_193a2615,MISC/2020/0112,500000000,2020-08-17,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,Phải thu của khách hàng,,500000000,,,2020-08-17,Customer 3
,,,,,,,Cổ phiếu,,,500000000,,2020-08-17,
__export__.account_move_260_12dbc6f8,MISC/2020/0113,100000,2020-08-17,__export__.account_journal_3_bd951307,,,Hàng hóa mua đang đi trên đường,,100000,,,2020-08-17,
,,,,,,,Tài sản thiếu chờ xử lý,,,100000,,2020-08-17,
__export__.account_move_1946_895f3d84,MISC/2020/0396,200000001,2020-08-16,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,145,Tài sản thừa chờ giải quyết,,200000001,,,2020-08-16,BHXH
,,,,,,,Tiền Việt Nam,,,200000001,,2020-08-16,
__export__.account_move_1838_1d6ea10f,MISC/2020/0288,20,2020-08-16,__export__.account_journal_3_bd951307,,38,Hàng hóa mua đang đi trên đường,,20,,,2020-08-16,
,,,,,,,"Nguyên liệu, vật liệu",,,20,,2020-08-16,
__export__.account_move_367_4efd892d,MISC/2020/0114,550000000,2020-08-16,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,500000000,,,2020-08-16,
,,,,,,,Thuế GTGT đầu ra,,50000000,,,2020-08-16,
,,,,,,,Phải thu của khách hàng,,,550000000,,2020-08-16,Customer 3
__export__.account_move_259_f8f15b2c,MISC/2020/0115,4800000,2020-08-16,__export__.account_journal_3_bd951307,,,Hàng hóa mua đang đi trên đường,,4800000,,,2020-08-16,
,,,,,,,"Nguyên liệu, vật liệu",,,4800000,,2020-08-16,
__export__.account_move_1945_e2975455,MISC/2020/0395,400000001,2020-08-15,__export__.account_journal_3_bd951307,,144,Doanh thu bán hàng hóa,,400000001,,,2020-08-15,
,,,,,,,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,,400000001,,2020-08-15,
__export__.account_move_1837_bce74579,MISC/2020/0287,33,2020-08-15,__export__.account_journal_3_bd951307,__export__.res_partner_113_e0b2480e,37,Phải trả người bán,,33,,,2020-08-15,Vendor 3
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,3,,2020-08-15,
,,,,,,,Hàng hóa mua đang đi trên đường,,,30,,2020-08-15,
__export__.account_move_366_650285bc,MISC/2020/0116,11000000,2020-08-15,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,,Vốn kinh doanh ở đơn vị trực thuộc,,11000000,,,2020-08-15,Subsidiary 1
,,,,,,,Phải trả nội bộ về vốn kinh doanh,,,11000000,,2020-08-15,Subsidiary 1
__export__.account_move_258_9399e710,MISC/2020/0117,5500000,2020-08-15,__export__.account_journal_3_bd951307,__export__.res_partner_113_e0b2480e,,Phải trả người bán,,5500000,,,2020-08-15,Vendor 3
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,500000,,2020-08-15,
,,,,,,,Hàng hóa mua đang đi trên đường,,,5000000,,2020-08-15,
__export__.account_move_1944_1a8041d6,MISC/2020/0394,500,2020-08-14,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,143,Phải thu của khách hàng,,500,,,2020-08-14,Customer 3
,,,,,,,Cổ phiếu,,,500,,2020-08-14,
__export__.account_move_1836_75e22164,MISC/2020/0286,1000000,2020-08-14,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,36,Tạm ứng,,1000000,,,2020-08-14,Employee 2
,,,,,,,"Nguyên liệu, vật liệu",,,1000000,,2020-08-14,
__export__.account_move_365_4e4e3245,MISC/2020/0118,500000000,2020-08-14,__export__.account_journal_3_bd951307,,,Phải trả nội bộ về vốn kinh doanh,,500000000,,,2020-08-14,Subsidiary 1
,,,,,,,Phải trả người bán,,,500000000,,2020-08-14,Vendor 9
__export__.account_move_257_4ec60354,MISC/2020/0119,1000000,2020-08-14,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,,Tạm ứng,,1000000,,,2020-08-14,Employee 2
,,,,,,,"Nguyên liệu, vật liệu",,,1000000,,2020-08-14,
__export__.account_move_1943_a3ad2846,MISC/2020/0393,550,2020-08-13,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,142,Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng,,500,,,2020-08-13,
,,,,,,,Thuế GTGT đầu ra,,50,,,2020-08-13,
,,,,,,,Phải thu của khách hàng,,,550,,2020-08-13,Customer 3
__export__.account_move_1835_5dbd3ff6,MISC/2020/0285,1000000,2020-08-13,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,35,Tạm ứng,,1000000,,,2020-08-13,Employee 2
,,,,,,,Phải trả công nhân viên,,,1000000,,2020-08-13,
__export__.account_move_364_8ddce828,MISC/2020/0120,70000000,2020-08-13,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,,Bank,,70000000,,,2020-08-13,
,,,,,,,Phải trả nội bộ về vốn kinh doanh,,,70000000,,2020-08-13,Subsidiary 1
__export__.account_move_256_689dfcc2,MISC/2020/0121,1000000,2020-08-13,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,,Tạm ứng,,1000000,,,2020-08-13,Employee 2
,,,,,,,Phải trả công nhân viên,,,1000000,,2020-08-13,
__export__.account_move_1942_379ae58c,MISC/2020/0392,11000000,2020-08-12,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,141,Vốn kinh doanh ở đơn vị trực thuộc,,11000000,,,2020-08-12,Subsidiary 1
,,,,,,,Phải trả nội bộ về vốn kinh doanh,,,11000000,,2020-08-12,Subsidiary 1
__export__.account_move_1834_1c637e99,MISC/2020/0284,1000000,2020-08-12,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,34,Tiền Việt Nam,,1000000,,,2020-08-12,
,,,,,,,Tạm ứng,,,1000000,,2020-08-12,Employee 2
__export__.account_move_363_4bedbe8b,MISC/2020/0122,240000000,2020-08-12,__export__.account_journal_3_bd951307,,,Hao mòn TSCĐ vô hình,,75000000,,,2020-08-12,
,,,,,,,Hao mòn TSCĐ thuê tài chính,,95000000,,,2020-08-12,
,,,,,,,Hao mòn TSCĐ cố định hữu hình,,70000000,,,2020-08-12,
,,,,,,,Chi phí nhân viên,,,90000000,,2020-08-12,
,,,,,,,Chi phí nhân viên phân xưởng,,,80000000,,2020-08-12,
,,,,,,,Chi phí nhân viên quản lý,,,70000000,,2020-08-12,
__export__.account_move_255_c40d714d,MISC/2020/0123,1000000,2020-08-12,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,,Tiền Việt Nam,,1000000,,,2020-08-12,
,,,,,,,Tạm ứng,,,1000000,,2020-08-12,Employee 2
__export__.account_move_1941_cc1d49c8,MISC/2020/0391,500000001,2020-08-11,__export__.account_journal_3_bd951307,,140,Phải trả nội bộ về vốn kinh doanh,,500000001,,,2020-08-11,Subsidiary 1
,,,,,,,Phải trả người bán,,,500000001,,2020-08-11,Vendor 9
__export__.account_move_1833_35a6deba,MISC/2020/0283,2000000,2020-08-11,__export__.account_journal_3_bd951307,__export__.res_partner_104_8ba18e6b,33,Tạm ứng,,2000000,,,2020-08-11,Employee 1
,,,,,,,Phải trả công nhân viên,,,2000000,,2020-08-11,
__export__.account_move_362_500922e4,MISC/2020/0124,225000000,2020-08-11,__export__.account_journal_3_bd951307,,,Trích trước chi phi lãi vay,,15000000,,,2020-08-11,
,,,,,,,Chi phí nhân viên,,,15000000,,2020-08-11,
,,,,,,,Chi phí phải trả khác,,210000000,,,2020-08-11,
,,,,,,,Chi phí nhân viên,,,80000000,,2020-08-11,
,,,,,,,Chi phí nhân viên phân xưởng,,,70000000,,2020-08-11,
,,,,,,,Chi phí nhân viên quản lý,,,60000000,,2020-08-11,
__export__.account_move_254_d374ae9b,MISC/2020/0125,2000000,2020-08-11,__export__.account_journal_3_bd951307,__export__.res_partner_104_8ba18e6b,,Tạm ứng,,2000000,,,2020-08-11,Employee 1
,,,,,,,Phải trả công nhân viên,,,2000000,,2020-08-11,
__export__.account_move_1940_441e7269,MISC/2020/0390,7000000,2020-08-10,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,139,Bank,,7000000,,,2020-08-10,
,,,,,,,Phải trả nội bộ về vốn kinh doanh,,,7000000,,2020-08-10,Subsidiary 1
__export__.account_move_1832_de1f5b05,MISC/2020/0282,5000000,2020-08-10,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,32,Tiền Việt Nam,,5000000,,,2020-08-10,
,,,,,,,Tạm ứng,,,5000000,,2020-08-10,Employee 2
__export__.account_move_361_f8aebbf9,MISC/2020/0126,32000000,2020-08-10,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Kinh phí công đoàn,,2000000,,,2020-08-10,BHXH
,,,,,,,Bảo hiểm thất nghiệp,,5000000,,,2020-08-10,BHXH
,,,,,,,Bảo hiểm y tế,,10000000,,,2020-08-10,BHXH
,,,,,,,Bảo hiểm xã hội,,15000000,,,2020-08-10,BHXH
,,,,,,,Phải trả công nhân viên,,,32000000,,2020-08-10,
__export__.account_move_253_5472fbe5,MISC/2020/0127,5000000,2020-08-10,__export__.account_journal_3_bd951307,__export__.res_partner_105_a1f86a1d,,Tiền Việt Nam,,5000000,,,2020-08-10,
,,,,,,,Tạm ứng,,,5000000,,2020-08-10,Employee 2
__export__.account_move_1939_8bd7bbfa,MISC/2020/0389,316,2020-08-09,__export__.account_journal_3_bd951307,,138,Hao mòn TSCĐ vô hình,,107,,,2020-08-09,
,,,,,,,Hao mòn TSCĐ thuê tài chính,,106,,,2020-08-09,
,,,,,,,Hao mòn TSCĐ cố định hữu hình,,103,,,2020-08-09,
,,,,,,,Chi phí khấu hao TSCĐ,,,103,,2020-08-09,
,,,,,,,Chi phí khấu hao TSCĐ,,,107,,2020-08-09,
,,,,,,,Chi phí khấu hao tài sản cố định,,,106,,2020-08-09,
__export__.account_move_1831_70088970,MISC/2020/0281,3,2020-08-09,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,31 Nhận lãi cho vay,Phải thu khác,Nhận lãi cho vay,3,,,2020-08-09,Other customer 1
,,,,,,,Bank,Nhận lãi cho vay,,3,,2020-08-09,
__export__.account_move_360_c76b8268,MISC/2020/0128,11000000,2020-08-09,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Kinh phí công đoàn,,11000000,,,2020-08-09,BHXH
,,,,,,,Chi phí nhân viên,,,5000000,,2020-08-09,
,,,,,,,Chi phí nhân viên phân xưởng,,,2000000,,2020-08-09,
,,,,,,,Chi phí nhân viên quản lý,,,4000000,,2020-08-09,
__export__.account_move_252_8473ae6a,MISC/2020/0129,900000,2020-08-09,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,,Phải thu khác,,900000,,,2020-08-09,Other customer 1
,,,,,,,Bank,,,900000,,2020-08-09,
__export__.account_move_1938_1fdafca0,MISC/2020/0388,39,2020-08-08,__export__.account_journal_3_bd951307,,147.1 Lãi vay trích trước,Trích trước chi phi lãi vay,,39,,,2020-08-08,
,,,,,,,Chi phí lãi vay,Lãi vay trích trước,,39,,2020-08-08,
__export__.account_move_1830_eab4fdec,MISC/2020/0280,5,2020-08-08,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,30 Nhận lãi cho vay,Phải thu khác,Nhận lãi cho vay,5,,,2020-08-08,Other customer 1
,,,,,,,Bank,Nhận lãi cho vay,,5,,2020-08-08,
__export__.account_move_359_7707d175,MISC/2020/0130,14000000,2020-08-08,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Bảo hiểm thất nghiệp,,14000000,,,2020-08-08,BHXH
,,,,,,,Chi phí nhân viên,,,6000000,,2020-08-08,
,,,,,,,Chi phí nhân viên phân xưởng,,,3000000,,2020-08-08,
,,,,,,,Chi phí nhân viên quản lý,,,5000000,,2020-08-08,
__export__.account_move_251_8da565cb,MISC/2020/0131,4000000,2020-08-08,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,,Phải thu khác,,4000000,,,2020-08-08,Other customer 1
,,,,,,,Bank,,,4000000,,2020-08-08,
